kanda,sarga,shloka,shloka_text,explanation
Uttara Kanda,30,6,बलवान्दुर्जयश्चैव भविष्यत्येव राक्षसः । यं समाश्रित्य ते राजन्स्थापितास्त्रिदशा वशे ।। 7.30.6 ।।,"That demon will certainly be powerful and unconquerable. It is by relying on him, O King, that the gods were brought under control."
Uttara Kanda,30,7,तन्मुच्यतां महाबाहो महेन्द्रः पाकशासनः । किञ्चास्य मोक्षणार्थाय प्रयच्छन्तु दिवौकसः ।। 7.30.7 ।।,"Therefore, O mighty-armed one, let Mahendra, the chastiser of Paka, be released. And for his liberation, let the gods give."
Uttara Kanda,30,8,अथाब्रवीन्महातेजा इन्द्रजित्समितिञ्जयः । अमरत्वमहं देव वृणे यद्येष मुच्यते ।। 7.30.8 ।।,"Then spoke the greatly effulgent Indrajit, the conqueror in battle: ""O god, I ask for immortality, if it is granted."""
Uttara Kanda,30,9,चतुष्पदां खेचराणामन्येषां वा महौजसाम् । वृक्षगुल्मक्षुपलतातृणोपलमहीभृताम् ।। 7.30.9 ।।,"Of quadrupeds, of sky-dwellers, or of other mighty beings; of trees, bushes, shrubs, creepers, grasses, stones, and mountains."
Uttara Kanda,30,10,सर्वे ऽपि जन्तवो ऽन्योन्यं भेतव्ये सति बिभ्यति । अतो ऽत्र लोके सर्वेषां सर्वस्माच्च भवेद्भयम् ।। 7.30.10 ।।,"All creatures, when there is cause for fear, fear each other. Therefore, in this world, all should fear everything."
Uttara Kanda,30,11,ततो ऽब्रवीन्महातेजा मेघनादं प्रजापतिः । नास्ति सर्वामरत्वं हि कस्यचित्प्राणिनो भुवि । चतुष्पदः पक्षिणश्च भूतानां वा महौजसाम् ।। 7.30.11 ।।,"Then Prajapati, the greatly effulgent one, spoke to Meghanada: ""Indeed, complete immortality does not exist for any living being on earth, neither for quadrupeds, nor for birds, nor for any beings, even those of great power."""
Uttara Kanda,30,12,श्रुत्वा पितामहेनोक्तमिन्द्रजित्प्रभुणाव्ययम् ।। 7.30.12 ।।,"Having heard what was spoken by the grandfather, Indrajit, the imperishable lord."
Uttara Kanda,30,13,्वं हि कस्यचित्प्राणिनो भुवि । अथाब्रवीत्स तत्रस्थं मेघनादो महाबलः । श्रूयतां वा भवेत्सिद्धिः शतक्रतुविमोक्षणे ।। 7.30.13 ।।,"You are indeed a creature on earth. Then the mighty Meghanada, who was present there, spoke: ""Listen, or there may be success in freeing Shakra."""
Uttara Kanda,30,14,ममेष्टं नित्यशो हर्व्यैर्मन्त्रैः सम्पूज्य पावकम् । सङ्ग्राममवतर्त्तुं च शत्रुनिर्जयकाङ्क्षिणः ।। 7.30.14 ।।,"It is my constant wish to enter battle, desiring victory over foes, after having worshipped the fire with oblations and mantras."
Uttara Kanda,30,15,अश्वयुक्तो रथो मह्यमुत्तिष्ठेत्तु विभावसोः । तत्स्थस्यामरता स्यान्मे एष मे निश्चयो वरः ।। 7.30.15 ।।,"May a horse-drawn chariot rise for me from the sun. Immortality would be mine, standing in it. This is my excellent firm resolve."
Uttara Kanda,30,16,तस्मिन्यद्यसमाप्ते च जप्यहोमे विभावसौ । युध्येयं देव सङ्ग्रामे तदा मे स्याद्विनाशनम् ।। 7.30.16 ।।,"O Deva, if that japa and homa in the fire were incomplete, and I were to fight in battle, then my destruction would occur."""
Uttara Kanda,30,17,सर्वो हि तपसा देव वृणोत्यमरतां पुमान् । विक्रमेण मया त्वेतदमरत्वं प्रवर्तितम् ।। 7.30.17 ।।,"Indeed, O god, every man obtains immortality through penance. But this immortality has been brought about by me through valor."
Uttara Kanda,30,18,एवमस्त्विति तं चाह वाक्यं देवः पितामहः । मुक्तश्चेन्द्रजिता शक्रो गताश्च त्रिदिवं सुराः ।। 7.30.18 ।।,"""So be it,"" the divine Grandfather (Brahma) said these words to him. And Shakra (Indra) was released by Indrajit, and the gods went to heaven."
Uttara Kanda,30,19,एतस्मिन्नन्तरे राम दीनो भ्रष्टाम्बरद्युतिः । इन्द्रश्चिन्तापरीतात्मा ध्यानतत्परतां गतः ।। 7.30.19 ।।,"O Rama, in the meantime, Indra, distressed, with his celestial radiance diminished, and his mind enveloped by anxiety, became absorbed in meditation."
Uttara Kanda,30,20,तं तु दृष्ट्वा तथाभूतं प्राह देवः प्रजापतिः । शतक्रतो किमु पुरा करोति स्म सुदुष्कृतम् ।। 7.30.20 ।।,"Seeing him in that state, the god Prajapati said, ""O Shatakratu, what great evil deed did you commit previously?"""
Uttara Kanda,30,21,अमरेन्द्र मया बह्व्यः प्रजाः सृष्टास्तथा प्रभो । एकवर्णाः समाभाषा एकरूपाश्च सर्वशः ।। 7.30.21 ।।,"O Lord of Immortals, O Lord, by me many creatures were created, all of one color, speaking the same language, and uniform in every respect."
Uttara Kanda,30,22,तासां नास्ति विशेषो हि दर्शने लक्षणे ऽपि वा । ततो ऽहमेकाग्रमनास्ताः प्रजाः परिचिन्तयम् ।। 7.30.22 ।।,"Indeed, there is no distinction among them, either in appearance or in characteristics. Therefore, I, with a concentrated mind, contemplated those beings."
Uttara Kanda,30,23,सो ऽहं तासां विशेषार्थं स्त्रियमेकां विनिर्ममे । यद्यत्प्रजानां प्रत्यङ्गं विशिष्टं तत्तदुद्धृतम् ।। 7.30.23 ।।,"So I, for their special purpose, created one woman. Whatever excellent part there was in each limb of the creatures, that was extracted."
Uttara Kanda,30,24,ततो मया रूपगुणैरहल्या स्त्री विनिर्मिता । हलं नामेह वैरूपं हल्यं तत्प्रभवं भवेत् ।। 7.30.24 ।।,"Then by me, Ahalya, a woman endowed with beauty and qualities, was created. Here, the word 'Hala' means 'ugliness' (or 'absence of beauty'), and 'Halya' would be that which originates from it."
Uttara Kanda,30,25,यस्मान्न विद्यते हल्यं तेनाहल्येति विश्रुता । अहल्येति मया शक्र तस्या नाम प्रवर्तितम् ।। 7.30.25 ।।,"Because there is no blemish, she is renowned as Ahalya. O Shakra, I gave her the name Ahalya."
Uttara Kanda,30,26,निर्मितायां च देवेन्द्र तस्यां नार्यां सुरर्षभ । भविष्यतीति कस्यैषा मम चिन्ता ततो ऽभवत् ।। 7.30.26 ।।,"O Lord of Devas, O best among gods, when that woman was created, then this concern arose in me: 'Whose will she be?'"
Uttara Kanda,30,27,त्वं तु शक्र तदा नारीं जानीषे मनसा प्रभो । स्थानाधिकतया पत्नी ममैषेति पुरन्दर ।। 7.30.27 ।।,"But you, O Shakra, O Lord, then in your mind, due to your superior position, considered that woman, 'This one is my wife,' O Purandara."
Uttara Kanda,30,28,सा मया न्यासभूता तु गौतमस्य महात्मनः । न्यस्ता बहूनि वर्षाणि तेन निर्यातिता च ह ।। 7.30.28 ।।,"She, as a deposit, was entrusted by me to the great-souled Gautama. And for many years, she was indeed returned by him."
Uttara Kanda,30,29,ततस्तस्य परिज्ञाय महास्थैर्यं महामुनेः । ज्ञात्वा तपसि सिद्धिं च पत्न्यर्थं स्पर्शिता तदा ।। 7.30.29 ।।,"Then, having understood the great steadfastness of that great sage, and having known his success in penance, she was then offered for a wife."
Uttara Kanda,30,30,सङ्क्रुद्धस्त्वं हि धर्मात्मन् गत्वा तस्याश्रमं मुनेः । दृष्टवांश्च तदा तां स्त्रीं दीप्तामग्निशिखामिव ।। 7.30.30 ।।,"O righteous soul, you, having become enraged, indeed went to that sage's hermitage. And then you saw that woman, radiant like a flame of fire."
Uttara Kanda,30,31,सा त्वया धर्षिता शक्र कामार्तेन समन्युना । दृष्टस्त्वं च तदा तेन ह्याश्रमे परमर्षिणा ।। 7.30.31 ।।,"She was violated by you, O Shakra, who were overcome by lust and anger. And you were then seen by that great sage in the hermitage."
Uttara Kanda,30,32,ततः क्रुद्धेन तेना ऽसि शप्तः परमतेजसा । गतो ऽसि येन देवेन्द्र दशाभागविपर्ययम् ।। 7.30.32 ।।,"Then, by that greatly powerful and enraged one, you were cursed, O king of gods, because of which you experienced a reversal of a tenth part."
Uttara Kanda,30,33,यस्मान्मे धर्षिता पत्नी त्वया वासव निर्भयम् । तस्मात्त्वं समरे राजञ्छत्रुहस्तं गमिष्यसि ।। 7.30.33 ।।,"Because my wife was fearlessly violated by you, O Vasava, therefore, O King, you will fall into the hands of the enemy in battle."
Uttara Kanda,30,34,अयं तु भावो दुर्बुद्धे यस्त्वयेह प्रवर्तितः । मानुषेष्वपि लोकेषु भविष्यति न संशयः ।। 7.30.34 ।।,"O evil-minded one, this very act which has been instigated by you here, will certainly come to pass even among human beings, there is no doubt."
Uttara Kanda,30,35,तत्रार्धं तस्य यः कर्ता त्वय्यर्धं निपतिष्यति । न च ते स्थावरं स्थानं भविष्यति न संशयः ।। 7.30.35 ।।,"Half of that which the doer commits, half will fall upon you. And there will be no permanent abode for you, without a doubt."
Uttara Kanda,30,36,यश्च यश्च सुरेन्द्रः स्याद्ध्रुवः स न भविष्यति । एष शापो मया मुक्त इत्यसौ त्वां तदा ऽब्रवीत् ।। 7.30.36 ।।,"Whosoever becomes the lord of the gods, he shall not be permanent. This curse has been uttered by me,"" thus he said to you then."
Uttara Kanda,30,37,तां तु भार्यां स निर्भर्त्स्य सो ऽब्रवीत्सुमहातपाः । दुर्विनीते विनिध्वंस ममाश्रमसमीपतः ।। 7.30.37 ।।,"Having rebuked that wife, he, the great ascetic, said: ""O ill-behaved one, disappear from near my hermitage!"""
Uttara Kanda,30,38,रूपयौवनसम्पन्ना यस्मात्त्वमनवस्थिता । तस्माद्रूपवती लोके न त्वमेका भविष्यति ।। 7.30.38 ।।,"Since you, endowed with beauty and youth, are unsteady, therefore you will not be the only beautiful woman in the world."
Uttara Kanda,30,39,रूपं च ते प्रजाः सर्वा गमिष्यन्ति न संशयः । यत्तदेकं समाश्रित्य विभ्रमो ऽयमुपस्थितः ।। 7.30.39 ।।,And all creatures will undoubtedly attain your form. This delusion has arisen by resorting to that one.
Uttara Kanda,30,40,तदाप्रभृति भूयिष्ठं प्रजा रूपसमन्विताः । सा तं प्रसादयामास महर्षिं गौतमं तदा ।। 7.30.40 ।।,"From that time onwards, most people were endowed with beauty. Then she appeased that great sage Gautama."
Uttara Kanda,30,41,अज्ञानाद्धर्षिता विप्र त्वद्रूपेण दिवौकसा । न कामकाराद्विप्रर्षे प्रसादं कर्तुमर्हसि ।। 7.30.41 ।।,"O Brahmana, the gods were gladdened by your form due to ignorance. O Sage among Brahmanas, you should grant favor, not considering it an intentional act (on their part)."
Uttara Kanda,30,42,अहल्यया त्वेवमुक्तः प्रत्युवाच स गौतमः । उत्पत्स्यति महातेजा इक्ष्वाकूणां महारथः ।। 7.30.42 ।।,"Thus addressed by Ahalya, Gautama replied: 'A greatly effulgent, great warrior of the Ikshvakus will be born.'"
Uttara Kanda,30,43,रामो नाम श्रुतो लोके वनं चाप्युपयास्यति । ब्राह्मणार्थे महाबाहुर्विष्णुर्मानुषविग्रहः । तं द्रक्ष्यसि यदा भद्रे ततः पूता भविष्यसि ।। 7.30.43 ।।,"Rama, renowned by name in the world, will also come to the forest. He is the mighty-armed Vishnu in human form, for the sake of Brahmins. When you see him, O auspicious one, then you will become purified."
Uttara Kanda,30,44,स हि पावयितुं शक्तस्त्वया यद्दुष्कृतं कृतम् । तस्यातिथ्यं च कृत्वा वै मत्समीपं गमिष्यसि ।। 7.30.44 ।।,"He is indeed capable of purifying whatever sin has been committed by you. And having offered him hospitality, you will come to my presence."
Uttara Kanda,30,45,वत्स्यसि त्वं मया सार्धं तदा हि वरवर्णिनि । एवमुक्त्वा स विप्रर्षिराजगाम स्वमाश्रमम् ।। 7.30.45 ।।,"O beautiful lady, you will indeed live with me then. Having said this, that Brahmarshi returned to his own hermitage."
Uttara Kanda,30,46,तपश्चाचार सुमहत्सा पत्नी ब्रह्मवादिनः । शापोत्सर्गाद्धि तस्येदं मुनेः सर्वमुपस्थितम् ।। 7.30.46 ।।,"And she, the wife of the knower of Brahman, performed very great penance. Indeed, all this has come to pass for that sage from the utterance of his curse."
Uttara Kanda,30,47,तत्स्मर त्वं महाबाहो दुष्कृतं यत्त्वया कृतम् । तेन त्वं ग्रहणं शत्रोर्यातो नान्येन वासव ।। 7.30.47 ।।,"O mighty-armed one, remember that misdeed which was committed by you. By that alone, you have been captured by the enemy, O Vasava, and not by anything else."
Uttara Kanda,30,48,शीघ्रं वै यज यज्ञं त्वं वैष्णवं सुसमाहितः । पावितस्तेन यज्ञेन यास्यसे त्रिदिवं ततः ।। 7.30.48 ।।,"You, being well-concentrated, quickly perform the Vaishnava sacrifice. Purified by that sacrifice, you will then go to heaven."
Uttara Kanda,30,49,पुत्रश्च तव देवेन्द्र न विनष्टो महारणे । नीतः सन्निहितश्चैव आर्यकेण महोदधौ ।। 7.30.49 ।।,"O Devendra, your son was not destroyed in the great battle. He was taken and kept hidden by Aryaka in the great ocean."
Uttara Kanda,30,50,एतच्छ्रुत्वा महेन्द्रस्तु यज्ञमिष्ट्वा च वैष्णवम् । पुनस्त्रिदिवमाक्रामदन्वशासच्च देवराट् ।। 7.30.50 ।।,"Having heard this, Mahendra, having performed a Vaishnava sacrifice, again ascended to heaven, and the king of gods ruled."
Uttara Kanda,30,51,एतदिन्द्रजितो नाम बलं यत्कीर्तितं मया । निर्जितस्तेन देवेन्द्रः प्राणिनो ऽन्ये तु किं पुनः ।। 7.30.51 ।।,"This is the power of Indrajit, which I have described. By him, Devendra was conquered; what then of other living beings?"
Uttara Kanda,30,52,आश्चर्यमिति रामश्च लक्ष्मणश्चाब्रवीत्तदा । अगस्त्यवचनं श्रुत्वा वानरा राक्षसास्तदा ।। 7.30.52 ।।,"Having heard Agastya's words, Rama and Lakshmana then exclaimed, ""Amazing!"" The monkeys and demons were also present at that time."
Uttara Kanda,30,53,विभीषणस्तु रामस्य पार्श्वस्थो वाक्यमब्रवीत् । आश्चर्यं स्मारितो ऽस्म्यद्य यत्तद्दृष्टं पुरातनम् ।। 7.30.53 ।।,"Vibhishana, standing by Rama's side, spoke these words: ""Today I am reminded of that ancient wonder which was seen."""
Uttara Kanda,30,54,अगस्त्यं त्वब्रवीद्रामः सत्यमेतच्छ्रुतं च मे ।। 7.30.54 ।।,"Rama said to Agastya: ""This is true, and I have heard it."""
Uttara Kanda,30,55,एवं राम समुद्भूतो रावणो लोककण्टकः । सपुत्रो येन सङ्ग्रामे जितः शक्रः सुरेश्वरः ।। 7.30.55 ।।,"Thus, O Rama, was born Ravana, the tormentor of the world, by whom, along with his son, Indra, the lord of the gods, was conquered in battle."
Uttara Kanda,30,56,इत्यार्षे श्रीमद्रामायणे वाल्मीकीये आदिकाव्ये श्रीमदुत्तरकाण्डे त्रिंशः सर्गः ।। 30 ।।,"Thus, in the revered and glorious Ramayana, the original epic poem by Valmiki, this is the thirtieth chapter in the glorious Uttarakanda."
Uttara Kanda,31,1,ततो रामो महातेजा विस्मयात्पुनरेव हि । उवाच प्रणतो वाक्यमगस्त्यमृषिसत्तमम् ।। 7.31.1 ।।,"Then, the greatly effulgent Rama, filled with wonder, again reverently spoke these words to Agastya, the foremost among sages."
Uttara Kanda,31,2,भगवन्राक्षसः क्रूरो यदाप्रभृति मेदिनीम् । पर्यटत्किं तदा लोकाः शून्या आसन्द्विजोत्तम ।। 7.31.2 ।।,"O Lord, O best of Brahmins, when that cruel demon began to roam the earth, were the worlds then empty?"
Uttara Kanda,31,3,राजा वा राजमात्रो वा किं तदा नात्र कश्चन । धर्षणं यत्र न प्राप्तो रावणो राक्षसेश्वरः ।। 7.31.3 ।।,"Was there no king, or royal minister, or anyone at all there then, where Ravana, the lord of Rakshasas, was not subjected to humiliation?"
Uttara Kanda,31,4,उताहो हतवीर्यास्ते बभूवुः पृथिवीक्षितः । बहिष्कृता वरास्त्रैश्च बहवो निर्जिता नृपाः ।। 7.31.4 ।।,Or perhaps those kings of the earth became devoid of valor. And many kings were defeated and expelled by excellent weapons.
Uttara Kanda,31,5,राघवस्य वचः श्रुत्वा ह्यगस्त्यो भगवानृषिः । उवाच रामं प्रहसन्पितामह इवेश्वरम् ।। 7.31.5 ।।,"Having heard the words of Rama, the divine sage Agastya, smiling, spoke to Rama, just as Brahma (the Grandfather) would speak to the Lord."
Uttara Kanda,31,6,इत्येवं बाधमानस्तु पार्थिवान्पार्थिवर्षभ । चचार रावणो राम पृथिवीं पृथिवीपते ।। 7.31.6 ।।,"Thus, harassing the kings, O best of kings, Ravana roamed the earth, O Rama, O lord of the earth."
Uttara Kanda,31,7,ततो माहिष्मतीं नाम पुरीं स्वर्गपुरीप्रभाम् । सम्प्राप्तो यत्र सान्निध्यं सदासीद्वसुरेतसः ।। 7.31.7 ।।,"Then he arrived at the city named Mahishmati, which shone with the splendor of a heavenly city, and where the presence of Vasu-retas was always manifest."
Uttara Kanda,31,8,तुल्य आसीन्नृपस्तस्य प्रभावाद्वसुरेतसः । अर्जुनो नाम यत्राग्निः शरकुण्डेशयः सदा ।। 7.31.8 ।।,"His king, named Arjuna, was equal in might to Vasu-retas, in whom Agni always resided, dwelling in his quiver of arrows."
Uttara Kanda,31,9,तमेव दिवसं सो ऽथ हैहयाधिपतिर्बली । अर्जुनो नर्मदां रन्तुं गतः स्त्रीभिः सहेश्वरः ।। 7.31.9 ।।,"On that very day, the mighty lord of the Haihayas, Arjuna, the ruler, went to the Narmada to sport with his women."
Uttara Kanda,31,10,तमेव दिवसं सो ऽथ रावणस्तत्र आगतः । रावणो राक्षसेन्द्रस्तु तस्यामात्यानपृच्छत ।। 7.31.10 ।।,"On that very day, Ravana arrived there. Ravana, the king of Rakshasas, then asked his ministers."
Uttara Kanda,31,11,क्वार्जुनो नृपतिः शीघ्रं सम्यगाख्यातुमर्हथ । रावणो ऽहमनुप्राप्तो युद्धेप्सुर्नृवरेण ह । ममागमनमप्यग्रे युष्माभिः सन्निवेद्यताम् ।। 7.31.11 ।।,"Where is King Arjuna? You must tell me quickly and accurately. I am Ravana, I have arrived, desirous of battle with that foremost of men. My arrival should also be announced to him by you."
Uttara Kanda,31,12,इत्येवं रावणेनोक्तास्ते ऽमात्याः सुविपश्चितः । अब्रुवन्राक्षसपतिमसान्निध्यं महीपतेः ।। 7.31.12 ।।,"Thus, addressed by Ravana, those very wise ministers spoke to the lord of Rakshasas about the absence of the king."
Uttara Kanda,31,13,श्रुत्वा विश्रवसः पुत्रः पौराणामर्जुनं गतम् । अपसृत्यागतो विन्ध्यं हिमवत्सन्निभं गिरिम् ।। 7.31.13 ।।,"Having heard that Arjuna had gone to the citizens, the son of Vishravas retreated and came to the Vindhya mountain, which resembled the Himalayas."
Uttara Kanda,31,14,स तमभ्रमिवाविष्टमुद्भ्रन्तमिव मेदिनीम् । अपश्यद्रावणो विन्ध्यमालिखन्तमिवाम्बरम् ।। 7.31.14 ।।,"Ravana saw him, the Vindhya, as if pervading the clouds, as if making the earth reel, and as if scratching the sky."
Uttara Kanda,31,15,सहस्रशिखरोपेतं सिंहाध्युषितकन्दरम् । प्रपातपतितैस्तोयैः साट्टहासमिवाम्बुधिम् ।। 7.31.15 ।।,"Endowed with a thousand peaks, its caves inhabited by lions, and with waters falling from its cascades, it was like an ocean with a mighty roar."
Uttara Kanda,31,16,देवदानवगन्धर्वैः साप्सरोगणकिन्नरैः । स्वस्त्रीभिः क्रीडमानैश्च स्वर्गभूतं महोच्छ्रयम् ।। 7.31.16 ।।,"By gods, demons, and gandharvas, along with groups of apsaras and kinnaras, sporting with their own wives, it became a heaven, exceedingly grand."
Uttara Kanda,31,17,नदीभिः स्यन्दमानाभिः स्फटिकप्रतिमं जलम् । फणाभिश्चलजिह्वाभिरनन्तमिव विष्ठितम् ।। 7.31.17 ।।,"The crystal-like water, flowing from the rivers, was spread out as if it were Ananta with his hoods and flickering tongues."
Uttara Kanda,31,18,उत्क्रामन्तं दरीवन्तं हिमवत्सन्निभं गिरिम् । पश्यमानस्ततो विन्ध्यं रावणो नर्मदां ययौ ।। 7.31.18 ।।,"Then Ravana, seeing the Vindhya mountain, which was towering, full of caves, and resembled the Himalayas, went to the Narmada."
Uttara Kanda,31,19,चलोपलजलां पुण्यां पश्चिमोदधिगामिनीम् ।। 7.31.19 ।।,"Whose water flows over moving stones, sacred, and flowing towards the western ocean."
Uttara Kanda,31,20,महिषैः सृमरैः सिंहैः शार्दूलर्क्षगजोत्तमैः । उष्णाभितप्तैस्तृषितैः सङ्क्षोभितजलाशयाम् ।। 7.31.20 ।।,"A water body agitated by buffaloes, sṛmaras, lions, mighty tigers, bears, and elephants, who were tormented by heat and thirsty."
Uttara Kanda,31,21,चक्रवाकैः सकारण्डैः सहंसजलकुक्कुटैः । सारसैश्च सदा मत्तैः सुकूजद्भिः समावृताम् ।। 7.31.21 ।।,"Surrounded by chakravaka birds, along with karanda ducks, swans, and water-hens, and by cranes, always joyful and sweetly cooing."
Uttara Kanda,31,22,फुल्लद्रुमकृतोत्तंसां चक्रवाकयुगस्तनीम् । विस्तीर्णपुलिनश्रोणीं हंसावलिसुमेखलाम् ।। 7.31.22 ।।,"Adorned with blooming trees as a head-ornament, having a pair of ruddy geese as her breasts, with wide sandbanks as her hips, and a beautiful girdle of rows of swans."
Uttara Kanda,31,23,पुष्परेण्वनुलिप्ताङ्गीं जलफेनामलांशुकाम् । जलावगाहसंस्पर्शां फुल्लोत्पलशुभेक्षणाम् । पुष्पकादवरुह्याशु नर्मदां सरितां वराम् ।। 7.31.23 ।।,"Whose body was smeared with flower pollen, whose spotless garment was like water foam, whose body had the touch of water immersion, whose beautiful eyes were like blooming lotuses, having quickly descended from the Pushpaka to the Narmada, the best of rivers."
Uttara Kanda,31,24,इष्टामिव वरां नारीमवगाह्य दशाननः । स तस्याः पुलिने रम्ये नानामुनिनिषेविते ।। 7.31.24 ।।,"Dashanana, having plunged into (the water) as if it were a desired excellent woman, he (was) on its beautiful sandbank, frequented by various sages."
Uttara Kanda,31,25,उपोपविष्टैः सचिवैः सार्धं राक्षसपुङ्गवः । प्रख्याय नर्मदां सो ऽथ गङ्गेयमिति रावणः ।। 7.31.25 ।।,"Then Rāvaṇa, the foremost of Rākṣasas, along with his ministers who were seated nearby, declared the Narmada to be the Ganga."
Uttara Kanda,31,26,नर्मदादर्शजं हर्षमाप्तवान् राक्षसाधिपः । उवाच सचिवांस्तत्र सलीलं शुकसारणौ ।। 7.31.26 ।।,"The lord of the Rakshasas, having experienced joy from seeing the Narmada, then playfully spoke to his ministers, Shuka and Sarana, there."
Uttara Kanda,31,27,एष रश्मिसहस्रेण जगत्कृत्वैव काञ्चनम् । तीक्ष्णतापकरः सूर्यो नभसो ऽर्धं समाश्रितः ।। 7.31.27 ।।,"This Sun, having made the world golden with its thousand rays, and causing intense heat, has occupied half of the sky."
Uttara Kanda,31,28,मामासीनं विदित्वैव चन्द्रायति दिवाकरः ।। 7.31.28 ।।,"The sun, just by knowing me to be seated, becomes like the moon."
Uttara Kanda,31,29,नर्मदाजलशीतश्च सुगन्धिः श्रमनाशनः । मद्भयादनिलो ऽप्यत्र वात्येष सुसमाहितः ।। 7.31.29 ।।,"The wind, cool from the waters of Narmada, fragrant, and dispelling fatigue, blows here very calmly, even out of fear of me."
Uttara Kanda,31,30,इयं वापि सरिच्छ्रेष्ठा नर्मदा नर्मवर्धिनी । नक्रमीनविहङ्गोर्मिः सभयेवाङ्गना स्थिता ।। 7.31.30 ।।,"And this best of rivers, the Narmada, which enhances delight, with its crocodiles, fish, birds, and waves, stands like a timid woman."
Uttara Kanda,31,31,तद्भवन्तः क्षताः शस्त्रैर्नृपैरिन्द्रसमैर्युधि । चन्दनस्य रसेनेव रुधिरेण समुक्षिताः ।। 7.31.31 ।।,"Therefore, you, wounded by weapons by kings equal to Indra in battle, are drenched in blood as if with sandalwood paste."
Uttara Kanda,31,32,ते यूयमवगाहध्वं नर्मदां शर्मदां शुभाम् । महापद्ममुखा मत्ता गङ्गामिव गहागजाः । अस्यां स्नात्वा महानद्यां पाप्मानं विप्रमोक्ष्यथ ।। 7.31.32 ।।,"You all should immerse yourselves in the Narmada, the auspicious giver of joy, just as mighty, rutting elephants, led by Mahapadma, plunge into the Ganga. Having bathed in this great river, you will be freed from sin."
Uttara Kanda,31,33,अहमप्यद्य पुलिने शरदिन्दुसमप्रभे । पुष्पोपहारं शनकैः करिष्यामि कपर्दिनः ।। 7.31.33 ।।,"I too, today, on the sandbank radiant like the autumn moon, will gently make an offering of flowers to Kapardin."
Uttara Kanda,31,34,रावणेनैवमुक्तास्तु प्रहस्तशुकसारणाः । समहोदरधूम्राक्षा नर्मदां विजगाहिरे ।। 7.31.34 ।।,"Thus addressed by Ravana, Prahasta, Shuka, Sarana, along with Mahodara and Dhumraksha, went to the Narmada."
Uttara Kanda,31,35,राक्षसेन्द्रगजैस्तैस्तु क्षोभिता नर्मदा नदी । वामनाञ्जनपद्माद्यैर्गङ्गा इव महागजैः ।। 7.31.35 ।।,"The Narmada river was agitated by those elephants of theha Rakshasa lords, just as the Ganga (river) is agitated by great elephants like Vamana, Anjana, Padma, and others."
Uttara Kanda,31,36,ततस्ते राक्षसाः स्नात्वा नर्मदायां महाबलाः । उत्तीर्य पुष्पाण्याजह्रुर्बल्यर्थं रावणस्य तु ।। 7.31.36 ।।,"Then those mighty Rākṣasas, having bathed in the Narmada and come out, brought flowers for Ravana's offering."
Uttara Kanda,31,37,नर्मदापुलिने हृद्ये शुभ्राभ्रसदृशप्रभे । राक्षसैस्तु मुहूर्तेन कृतः पुष्पमयो गिरिः ।। 7.31.37 ।।,"On the delightful bank of the Narmada, shining like a white cloud, a mountain made of flowers was quickly created by the Rākṣasas in a moment."
Uttara Kanda,31,38,पुष्पेषूपहृतेष्वेवं रावणो राक्षसेश्वरः । अवतीर्णो नदीं स्नातुं गङ्गामिव महागजः ।। 7.31.38 ।।,"When flowers had thus been offered, Ravana, the lord of Rakshasas, descended into the river to bathe, like a great elephant into the Ganga."
Uttara Kanda,31,39,तत्र स्नात्वा च विधिवज्जप्त्वा जप्यमनुत्तमम् । नर्मदासलिलात्तस्मादुत्ततार स रावणः ।। 7.31.39 ।।,"Having bathed there properly and having recited the excellent mantra, that Ravana emerged from the waters of the Narmada."
Uttara Kanda,31,40,ततः क्लिन्नाम्बरं त्यक्त्वा शुक्लवस्त्रसमावृतम् । रावणं प्राञ्जलिं यान्तमन्वयुः सर्वराक्षसाः ।। 7.31.40 ।।,"Then, having discarded his wet clothes and adorned in white garments, all the Rakshasas followed Ravana as he proceeded with folded hands."
Uttara Kanda,31,41,तद्गतीवशमापन्ना मूर्तिमन्त इवाचलाः । यत्र यत्र च याति स्म रावणो राक्षसेश्वरः । जाम्बूनदमयं लिङ्गं तत्र तत्र स्म नीयते ।। 7.31.41 ।।,"मापन्ना - Having come under the sway of his movement (Ravana's).
मूर्तिमन्त इवाचलाः - Like embodied mountains (referring to the carriers).
यत्र यत्र च याति स्म रा"
Uttara Kanda,31,42,वालुकावेदिमध्ये तु तल्लिङ्गं स्थाप्य रावणः । अर्चयामास गन्धैश्च पुष्पैश्चामृतगन्धिभिः ।। 7.31.42 ।।,"Ravana, having placed that Linga in the middle of a sand altar, worshipped it with fragrances and with flowers fragrant like nectar."
Uttara Kanda,31,43,ततः सतामार्तिहरं परं वरं वरप्रदं चन्द्रमयूखभूषणम् । समर्चयित्वा स निशाचरो जगौ प्रसार्य हस्तान्प्रणनर्त चाग्रतः ।। 7.31.43 ।।,"Then, having worshipped that supreme bestower of boons, the remover of the suffering of the good, who is adorned with moonbeams, that demon sang and danced before him, extending his hands."
Uttara Kanda,31,44,इत्यार्षे श्रीमद्रामायणे वाल्मीकीये आदिकाव्ये श्रीमदुत्तरकाण्डे एकत्रिंशः सर्गः ।। 31 ।।,"Thus, in the Arsha (composed by a sage), the glorious Ramayana, the original epic poem by Valmiki, this is the thirty-first chapter in the glorious Uttarakanda."
